0	0	5.9535e-05	-0.000118435
0	1	0	-0.000118435
0.05	0	5.93646e-05	-0.00011826
0.05	1	0	-0.00011826
0.1	0	5.88748e-05	-0.000117757
0.1	1	0	-0.000117757
0.15	0	5.81258e-05	-0.000116988
0.15	1	0	-0.000116988
0.2	0	5.72048e-05	-0.000116044
0.2	1	0	-0.000116044
0.25	0	5.62109e-05	-0.000115027
0.25	1	0	-0.000115027
0.3	0	5.52419e-05	-0.000114036
0.3	1	0	-0.000114036
0.35	0	5.43841e-05	-0.00011316
0.35	1	0	-0.00011316
0.4	0	5.37067e-05	-0.000112469
0.4	1	0	-0.000112469
0.45	0	5.32599e-05	-0.000112014
0.45	1	0	-0.000112014
0.5	0	5.30746e-05	-0.000111825
0.5	1	0	-0.000111825
0.55	0	5.31632e-05	-0.000111915
0.55	1	0	-0.000111915
0.6	0	5.35198e-05	-0.000112279
0.6	1	0	-0.000112279
0.65	0	5.41201e-05	-0.000112891
0.65	1	0	-0.000112891
0.7	0	5.49208e-05	-0.000113708
0.7	1	0	-0.000113708
0.75	0	5.58594e-05	-0.000114667
0.75	1	0	-0.000114667
0.8	0	5.68552e-05	-0.000115686
0.8	1	0	-0.000115686
0.85	0	5.78137e-05	-0.000116668
0.85	1	0	-0.000116668
0.9	0	5.86346e-05	-0.00011751
0.9	1	0	-0.00011751
0.95	0	5.92249e-05	-0.000118117
0.95	1	0	-0.000118117
1	0	5.95133e-05	-0.000118413
1	1	0	-0.000118413
1.05	0	5.94636e-05	-0.000118362
1.05	1	0	-0.000118362
1.1	0	5.90821e-05	-0.00011797
1.1	1	0	-0.00011797
1.15	0	5.84162e-05	-0.000117286
1.15	1	0	-0.000117286
1.2	0	5.75452e-05	-0.000116393
1.2	1	0	-0.000116393
1.25	0	5.65656e-05	-0.00011539
1.25	1	0	-0.00011539
1.3	0	5.55772e-05	-0.000114379
1.3	1	0	-0.000114379
1.35	0	5.4671e-05	-0.000113453
1.35	1	0	-0.000113453
1.4	0	5.39229e-05	-0.00011269
1.4	1	0	-0.00011269
1.45	0	5.33897e-05	-0.000112146
1.45	1	0	-0.000112146
1.5	0	5.31093e-05	-0.00011186
1.5	1	0	-0.00011186
1.55	0	5.31004e-05	-0.000111851
1.55	1	0	-0.000111851
1.6	0	5.33637e-05	-0.000112119
1.6	1	0	-0.000112119
1.65	0	5.38815e-05	-0.000112647
1.65	1	0	-0.000112647
1.7	0	5.46172e-05	-0.000113398
1.7	1	0	-0.000113398
1.75	0	5.55153e-05	-0.000114316
1.75	1	0	-0.000114316
1.8	0	5.6501e-05	-0.000115324
1.8	1	0	-0.000115324
1.85	0	5.74841e-05	-0.000116331
1.85	1	0	-0.000116331
1.9	0	5.83652e-05	-0.000117234
1.9	1	0	-0.000117234
1.95	0	5.9047e-05	-0.000117934
1.95	1	0	-0.000117934
2	0	5.94487e-05	-0.000118347
2	1	0	-0.000118347
2.05	0	5.95205e-05	-0.00011842
2.05	1	0	-0.00011842
2.1	0	5.92533e-05	-0.000118146
2.1	1	0	-0.000118146
2.15	0	5.86806e-05	-0.000117558
2.15	1	0	-0.000117558
2.2	0	5.78719e-05	-0.000116728
2.2	1	0	-0.000116728
2.25	0	5.69193e-05	-0.000115752
2.25	1	0	-0.000115752
2.3	0	5.59229e-05	-0.000114732
2.3	1	0	-0.000114732
2.35	0	5.4978e-05	-0.000113767
2.35	1	0	-0.000113767
2.4	0	5.41663e-05	-0.000112938
2.4	1	0	-0.000112938
2.45	0	5.35515e-05	-0.000112311
2.45	1	0	-0.000112311
2.5	0	5.31783e-05	-0.00011193
2.5	1	0	-0.00011193
2.55	0	5.30721e-05	-0.000111822
2.55	1	0	-0.000111822
2.6	0	5.32398e-05	-0.000111993
2.6	1	0	-0.000111993
2.65	0	5.36705e-05	-0.000112432
2.65	1	0	-0.000112432
2.7	0	5.43343e-05	-0.000113109
2.7	1	0	-0.000113109
2.75	0	5.51823e-05	-0.000113975
2.75	1	0	-0.000113975
2.8	0	5.61466e-05	-0.000114961
2.8	1	0	-0.000114961
2.85	0	5.71417e-05	-0.00011598
2.85	1	0	-0.00011598
2.9	0	5.80705e-05	-0.000116932
2.9	1	0	-0.000116932
2.95	0	5.88334e-05	-0.000117715
2.95	1	0	-0.000117715
3	0	5.93421e-05	-0.000118237
3	1	0	-0.000118237
3.05	0	5.95343e-05	-0.000118435
3.05	1	0	-0.000118435
3.1	0	5.93857e-05	-0.000118282
3.1	1	0	-0.000118282
3.15	0	5.89151e-05	-0.000117798
3.15	1	0	-0.000117798
3.2	0	5.81804e-05	-0.000117044
3.2	1	0	-0.000117044
3.25	0	5.72675e-05	-0.000116109
3.25	1	0	-0.000116109
3.3	0	5.62753e-05	-0.000115093
3.3	1	0	-0.000115093
3.35	0	5.53019e-05	-0.000114098
3.35	1	0	-0.000114098
3.4	0	5.44347e-05	-0.000113212
3.4	1	0	-0.000113212
3.45	0	5.37439e-05	-0.000112507
3.45	1	0	-0.000112507
3.5	0	5.32811e-05	-0.000112035
3.5	1	0	-0.000112035
3.55	0	5.30784e-05	-0.000111829
3.55	1	0	-0.000111829
3.6	0	5.31493e-05	-0.000111901
3.6	1	0	-0.000111901
3.65	0	5.34891e-05	-0.000112247
3.65	1	0	-0.000112247
3.7	0	5.40747e-05	-0.000112845
3.7	1	0	-0.000112845
3.75	0	5.48642e-05	-0.00011365
3.75	1	0	-0.00011365
3.8	0	5.57961e-05	-0.000114603
3.8	1	0	-0.000114603
3.85	0	5.6791e-05	-0.000115621
3.85	1	0	-0.000115621
3.9	0	5.77549e-05	-0.000116608
3.9	1	0	-0.000116608
3.95	0	5.85877e-05	-0.000117462
3.95	1	0	-0.000117462
4	0	5.91953e-05	-0.000118086
4	1	0	-0.000118086
4.05	0	5.95048e-05	-0.000118404
4.05	1	0	-0.000118404
