0	1	3e-06	0.961244	0.308607	0	-1.77265	5.9849	0
0.05	1	3e-06	0.872612	0.607852	0	-3.20482	4.98726	0
0.1	1	3e-06	0.712371	0.857215	0	-4.22037	3.76522	0
0.15	1	3e-06	0.501353	1.04548	0	-4.85525	2.4413	0
0.2	1	3e-06	0.25859	1.16754	0	-5.15374	1.09362	0
0.25	1	3e-06	0.000903386	1.22222	0	-5.15471	-0.227767	0
0.3	1	3e-06	-0.256832	1.21083	0	-4.88738	-1.48812	0
0.35	1	3e-06	-0.501201	1.13643	0	-4.37104	-2.65886	0
0.4	1	3e-06	-0.719753	1.00349	0	-3.61665	-3.71064	0
0.45	1	3e-06	-0.900586	0.817953	0	-2.62942	-4.60728	0
0.5	1	3e-06	-1.03206	0.587589	0	-1.41319	-5.29973	0
0.55	1	3e-06	-1.10272	0.322603	0	0.0219908	-5.7196	0
0.6	1	3e-06	-1.10162	0.0366226	0	1.64585	-5.77358	0
0.65	1	3e-06	-1.01932	-0.252057	0	3.38382	-5.34382	0
0.7	1	3e-06	-0.850133	-0.519248	0	5.08137	-4.30698	0
0.75	1	3e-06	-0.596064	-0.734597	0	6.47114	-2.59421	0
0.8	1	3e-06	-0.272507	-0.864307	0	7.19386	-0.302	0
0.85	1	3e-06	0.0871858	-0.879407	0	6.94449	2.21323	0
0.9	1	3e-06	0.43441	-0.768746	0	5.69896	4.41735	0
0.95	1	3e-06	0.719359	-0.547878	0	3.77841	5.88008	0
1	1	3e-06	0.908279	-0.253874	0	1.64101	6.47751	0
1.05	1	3e-06	0.99033	0.0700015	0	-0.356658	6.33631	0
1.1	1	3e-06	0.972497	0.386817	0	-2.03111	5.67028	0
1.15	1	3e-06	0.870941	0.670331	0	-3.32614	4.67354	0
1.2	1	3e-06	0.704634	0.904008	0	-4.24984	3.48849	0
1.25	1	3e-06	0.492142	1.07843	0	-4.83302	2.21056	0
1.3	1	3e-06	0.250491	1.18896	0	-5.10865	0.902278	0
1.35	1	3e-06	-0.00494124	1.23407	0	-5.10346	-0.393815	0
1.4	1	3e-06	-0.260114	1.21438	0	-4.83542	-1.64521	0
1.45	1	3e-06	-0.501885	1.13212	0	-4.31378	-2.82189	0
1.5	1	3e-06	-0.717574	0.991029	0	-3.54049	-3.88987	0
1.55	1	3e-06	-0.894599	0.796535	0	-2.51299	-4.80474	0
1.6	1	3e-06	-1.02025	0.556299	0	-1.22962	-5.50451	0
1.65	1	3e-06	-1.08173	0.281073	0	0.29982	-5.90191	0
1.7	1	3e-06	-1.06674	-0.0140223	0	2.03403	-5.87912	0
1.75	1	3e-06	-0.965037	-0.307978	0	3.86659	-5.29428	0
1.8	1	3e-06	-0.771707	-0.572692	0	5.583	-4.02051	0
1.85	1	3e-06	-0.492557	-0.773718	0	6.84308	-2.04116	0
1.9	1	3e-06	-0.150403	-0.875775	0	7.26621	0.42266	0
1.95	1	3e-06	0.212907	-0.854642	0	6.65111	2.89175	0
2	1	3e-06	0.545463	-0.710055	0	5.15118	4.84428	0
2.05	1	3e-06	0.803022	-0.467841	0	3.1765	5.99473	0
2.1	1	3e-06	0.961847	-0.168104	0	1.13703	6.35117	0
2.15	1	3e-06	1.0187	0.149454	0	-0.705288	6.08089	0
2.2	1	3e-06	0.983435	0.453499	0	-2.23369	5.37608	0
2.25	1	3e-06	0.87175	0.722303	0	-3.41961	4.39346	0
2.3	1	3e-06	0.70077	0.941976	0	-4.27437	3.2445	0
2.35	1	3e-06	0.487051	1.1042	0	-4.82132	2.0045	0
2.4	1	3e-06	0.245985	1.20443	0	-5.0827	0.724677	0
2.45	1	3e-06	-0.00815037	1.24066	0	-5.07428	-0.557643	0
2.5	1	3e-06	-0.261864	1.21278	0	-4.80365	-1.81102	0
2.55	1	3e-06	-0.502047	1.12223	0	-4.27033	-3.00315	0
2.6	1	3e-06	-0.715563	0.972069	0	-3.46715	-4.09424	0
2.65	1	3e-06	-0.888921	0.767357	0	-2.38363	-5.02959	0
2.7	1	3e-06	-1.0081	0.515878	0	-1.01338	-5.73078	0
2.75	1	3e-06	-1.05877	0.229338	0	0.630441	-6.08685	0
2.8	1	3e-06	-1.02725	-0.0750041	0	2.48617	-5.95135	0
2.85	1	3e-06	-0.902941	-0.372572	0	4.39862	-5.16224	0
2.9	1	3e-06	-0.683011	-0.630684	0	6.07659	-3.61281	0
2.95	1	3e-06	-0.379181	-0.811325	0	7.11866	-1.38314	0
3	1	3e-06	-0.023248	-0.880481	0	7.18582	1.16038	0
3.05	1	3e-06	0.336043	-0.822462	0	6.24	3.47525	0
3.1	1	3e-06	0.648043	-0.6487	0	4.58073	5.1362	0
3.15	1	3e-06	0.87708	-0.39189	0	2.62786	6.00877	0
3.2	1	3e-06	1.00847	-0.0914511	0	0.710663	6.18263	0
3.25	1	3e-06	1.04401	0.21768	0	-0.988368	5.82837	0
3.3	1	3e-06	0.994587	0.509099	0	-2.39587	5.10791	0
3.35	1	3e-06	0.874794	0.764494	0	-3.49709	4.14555	0
3.4	1	3e-06	0.699939	0.971772	0	-4.30145	3.0288	0
3.45	1	3e-06	0.484867	1.12321	0	-4.82414	1.81795	0
3.5	1	3e-06	0.24366	1.21411	0	-5.07743	0.555861	0
3.55	1	3e-06	-0.010212	1.2419	0	-5.06691	-0.723848	0
3.6	1	3e-06	-0.263558	1.20571	0	-4.79017	-1.98986	0
3.65	1	3e-06	-0.503066	1.10622	0	-4.23685	-3.20658	0
3.7	1	3e-06	-0.714909	0.945888	0	-3.39022	-4.32675	0
